"","state","puma","educ","lweekinc","exper","expersq"
"8703","Oklahoma",1400,13,6.183355,14,196
"8739","Oklahoma",1301,12,6.827713,11,121
"8815","Oklahoma",1100,16,7.034049,22,484
"8836","Oklahoma",1302,12,5.886104,18,324
"8842","Oklahoma",1302,13,6.645391,25,625
"8865","Oklahoma",100,16,6.740701,25,625
"8941","Oklahoma",1500,11,6.511859,30,900
"9062","Oklahoma",700,12,5.664562,40,1600
"9204","Oklahoma",900,16,5.7291,31,961
"9307","Oklahoma",500,12,5.770922,34,1156
"9310","Oklahoma",1400,13,6.453019,17,289
"9375","Oklahoma",500,13,6.511859,18,324
"9502","Oklahoma",1600,13,6.482872,28,784
"9563","Oklahoma",1000,13,6.511859,6,36
"9581","Oklahoma",1400,16,6.645391,14,196
"9737","Oklahoma",1500,16,6.39693,5,25
"9837","Oklahoma",1400,12,6.323807,9,81
"9850","Oklahoma",1200,13,7.190618,39,1521
"9906","Oklahoma",600,14,5.801421,30,900
"10022","Oklahoma",100,12,5.863413,35,1225
"10226","Oklahoma",600,12,7.050856,22,484
"10314","Oklahoma",1301,14,6.422247,20,400
"10382","Oklahoma",400,12,6.694181,28,784
"10398","Oklahoma",100,13,6.175387,20,400
"10532","Oklahoma",1302,13,6.334099,24,576
"10544","Oklahoma",800,10,5.90095,38,1444
"10587","Oklahoma",500,9,5.480639,34,1156
"10812","Oklahoma",1301,16,7.531222,38,1444
"10824","Oklahoma",1000,12,5.837314,21,441
"10953","Oklahoma",1302,13,6.763174,24,576
"11029","Oklahoma",1700,16,7.161204,4,16
"11046","Oklahoma",1400,13,6.109248,33,1089
"11084","Oklahoma",500,10,7.117476,13,169
"11307","Oklahoma",800,16,6.175387,22,484
"11395","Oklahoma",700,12,5.441418,27,729
"11438","Oklahoma",1100,16,7.130899,31,961
"11488","Oklahoma",1000,12,6.175387,25,625
"11690","Oklahoma",900,12,6.645391,38,1444
"11692","Oklahoma",1700,12,5.952244,9,81
"11699","Oklahoma",1400,11,5.991465,33,1089
"11952","Oklahoma",700,14,7.357956,43,1849
"11960","Oklahoma",1302,16,6.437752,26,676
"11998","Oklahoma",1100,16,6.56743,11,121
"12311","Oklahoma",1500,12,6.715384,35,1225
"12532","Oklahoma",1302,12,5.952244,23,529
"12601","Oklahoma",1700,12,5.991465,40,1600
"12656","Oklahoma",1400,14,6.299373,28,784
"12688","Oklahoma",1301,16,7.130899,18,324
"12910","Oklahoma",1302,13,7.274,8,64
"13143","Oklahoma",1302,12,5.559201,8,64
"13282","Oklahoma",300,11,6.175387,25,625
"13307","Oklahoma",1700,12,6.482872,8,64
"13347","Oklahoma",1700,16,7.399163,20,400
"13550","Oklahoma",1301,14,6.763174,31,961
"13604","Oklahoma",1000,13,6.54003,19,361
"13722","Oklahoma",900,12,6.252348,10,100
"13868","Oklahoma",1000,12,6.482872,44,1936
"13905","Oklahoma",500,16,7.350961,15,225
"13976","Oklahoma",1000,12,6.591463,21,441
"14089","Oklahoma",1301,12,6.694181,25,625
"14167","Oklahoma",800,16,6.453019,32,1024
"14257","Oklahoma",400,13,6.645391,29,841
"14283","Oklahoma",900,16,6.511859,14,196
"14318","Oklahoma",1700,12,5.874282,15,225
"14369","Oklahoma",1700,16,6.645391,7,49
"14444","Oklahoma",1100,14,6.422247,11,121
"14533","Oklahoma",700,12,6.423247,24,576
"14780","Oklahoma",200,12,6.364354,38,1444
"14812","Oklahoma",1302,12,6.175387,40,1600
"14897","Oklahoma",600,12,5.441418,22,484
"14953","Oklahoma",1500,16,5.441418,7,49
"15065","Oklahoma",500,16,6.462069,19,361
"15070","Oklahoma",600,16,7.287245,24,576
"15154","Oklahoma",1200,12,6.422247,20,400
"15196","Oklahoma",1302,11,6.54003,42,1764
"15211","Oklahoma",400,13,6.134565,14,196
"15221","Oklahoma",1400,16,6.323807,4,16
"15307","Oklahoma",100,12,6.019903,38,1444
"15336","Oklahoma",1500,12,6.645391,20,400
"15477","Oklahoma",1302,12,6.214608,15,225
"15492","Oklahoma",1301,12,6.645391,26,676
"15531","Oklahoma",1301,13,6.096825,34,1156
"15543","Oklahoma",1302,13,6.785153,22,484
"15635","Oklahoma",1301,13,6.288716,38,1444
"15664","Oklahoma",600,12,7.115395,17,289
"15674","Oklahoma",1400,12,6.357709,10,100
"15816","Oklahoma",1302,10,5.595569,20,400
"15841","Oklahoma",600,13,6.960506,25,625
"15870","Oklahoma",1400,16,6.790753,18,324
"15893","Oklahoma",1301,12,6.717711,10,100
"15907","Oklahoma",400,12,6.357709,15,225
"15920","Oklahoma",1302,13,6.981863,27,729
"15956","Oklahoma",600,12,6.252348,14,196
"15963","Oklahoma",600,16,6.357709,5,25
"16114","Oklahoma",1302,16,6.722352,42,1764
"16125","Oklahoma",1000,12,5.035953,14,196
"16126","Oklahoma",1302,12,6.390499,22,484
"16519","Oklahoma",300,16,6.963845,33,1089
"16578","Oklahoma",1100,12,6.717711,21,441
"16651","Oklahoma",1700,13,9.546813,25,625
"16781","Oklahoma",1700,16,7.338538,26,676
"16889","Oklahoma",1700,12,7.050856,24,576
"16922","Oklahoma",300,14,6.061845,40,1600
"17047","Oklahoma",1600,12,6.453019,22,484
"17077","Oklahoma",1700,12,6.390499,24,576
"17188","Oklahoma",1200,14,7.083646,17,289
"17211","Oklahoma",900,12,6.868535,22,484
"17447","Oklahoma",1600,12,6.806659,39,1521
"17467","Oklahoma",400,12,5.846883,37,1369
"17556","Oklahoma",1700,13,6.806659,33,1089
"17632","Oklahoma",1200,16,6.645391,21,441
"17988","Oklahoma",1700,13,6.54003,12,144
"18148","Oklahoma",1302,12,6.520394,21,441
"18309","Oklahoma",1200,13,6.511859,45,2025
"18362","Oklahoma",800,11,6.670084,21,441
"18368","Oklahoma",1000,10,5.354407,12,144
"18496","Oklahoma",1500,16,6.422247,29,841
"18520","Oklahoma",400,16,6.948577,28,784
"18762","Oklahoma",1400,16,6.323807,8,64
"18875","Oklahoma",400,12,6.945496,46,2116
"18921","Oklahoma",300,13,5.7291,20,400
"18977","Oklahoma",400,12,6.357709,15,225
"18984","Oklahoma",1000,12,5.765914,16,256
"18990","Oklahoma",900,12,5.585999,37,1369
"19151","Oklahoma",1400,16,7.176019,34,1156
"19194","Oklahoma",1400,10,6.357709,31,961
"19230","Oklahoma",600,13,7.034049,36,1296
"19297","Oklahoma",900,12,6.662306,27,729
"19380","Oklahoma",500,16,6.591902,7,49
"19678","Oklahoma",1400,16,7.130899,24,576
"20039","Oklahoma",100,16,6.134565,30,900
"20085","Oklahoma",1400,16,6.670084,12,144
"20181","Oklahoma",1200,16,7.260577,24,576
"20199","Oklahoma",1301,16,5.31852,38,1444
"20276","Oklahoma",1000,12,5.664562,13,169
"20331","Oklahoma",100,12,6.032287,8,64
"20381","Oklahoma",1100,12,5.789725,10,100
"20457","Oklahoma",1700,16,5.637533,7,49
"20598","Oklahoma",600,12,5.703783,22,484
"20625","Oklahoma",700,12,5.354407,8,64
"20651","Oklahoma",500,12,6.907755,34,1156
"20809","Oklahoma",100,13,5.789725,12,144
"21028","Oklahoma",500,13,5.846883,6,36
"21125","Oklahoma",1000,16,6.001034,30,900
"21198","Oklahoma",1100,12,6.738679,31,961
"21350","Oklahoma",300,9,4.941642,20,400
"21403","Oklahoma",900,12,6.542804,12,144
"21510","Oklahoma",1100,12,5.664562,23,529
"21549","Oklahoma",700,13,4.60517,26,676
"21581","Oklahoma",1200,12,7.233178,10,100
"21620","Oklahoma",1302,13,5.298317,23,529
"21678","Oklahoma",1100,16,7.696213,40,1600
"21719","Oklahoma",600,16,6.868535,10,100
"21757","Oklahoma",600,12,7.246971,24,576
"21993","Oklahoma",1302,12,6.999563,27,729
"22005","Oklahoma",600,10,4.988163,31,961
"22082","Oklahoma",1700,12,6.323807,11,121
"22103","Oklahoma",1600,12,6.645391,22,484
"22106","Oklahoma",1302,12,6.763174,35,1225
"22122","Oklahoma",1302,16,7.824046,10,100
"22260","Oklahoma",700,14,7.52086,19,361
"22411","Oklahoma",700,12,5.948905,11,121
"22461","Oklahoma",700,12,5.441418,22,484
"22512","Oklahoma",1301,10,6.929734,30,900
"22651","Oklahoma",1200,12,6.511859,42,1764
"22698","Oklahoma",800,12,7.083646,29,841
"22721","Oklahoma",1302,12,6.945496,32,1024
"22829","Oklahoma",800,13,7.050856,22,484
"22896","Oklahoma",1500,12,6.981863,38,1444
"22961","Oklahoma",1200,13,6.694181,18,324
"23020","Oklahoma",1100,12,6.594098,16,256
"23057","Oklahoma",900,12,5.560682,9,81
"23071","Oklahoma",1100,13,7.744003,34,1156
"23188","Oklahoma",700,14,6.19519,17,289
"23254","Oklahoma",200,14,6.511859,36,1296
"23261","Oklahoma",1500,12,6.357709,22,484
"23273","Oklahoma",800,16,4.415127,31,961
"23356","Oklahoma",500,12,6.13293,16,256
"23361","Oklahoma",1500,12,6.763174,27,729
"23461","Oklahoma",500,12,6.596726,37,1369
"23473","Oklahoma",1301,14,6.109248,36,1296
"23476","Oklahoma",1200,14,5.710172,33,1089
"23523","Oklahoma",700,12,5.48224,31,961
"23528","Oklahoma",400,12,6.856462,43,1849
"23604","Oklahoma",700,12,6.999563,22,484
"23614","Oklahoma",300,13,5.7291,22,484
"23728","Oklahoma",800,12,7.669895,17,289
"23775","Oklahoma",1400,11,6.868535,36,1296
"24191","Oklahoma",1400,14,7.034049,26,676
"24208","Oklahoma",1400,13,6.591902,15,225
"24287","Oklahoma",1200,16,7.050856,25,625
"24347","Oklahoma",1700,13,5.697351,40,1600
"24359","Oklahoma",1000,10,6.829794,37,1369
"24367","Oklahoma",200,16,7.274,28,784
"24603","Oklahoma",200,12,6.380774,19,361
"24625","Oklahoma",200,16,7.287245,10,100
"24639","Oklahoma",1000,12,4.135167,43,1849
"24676","Oklahoma",1600,12,6.323807,21,441
"24696","Oklahoma",1700,10,6.672915,14,196
"24836","Oklahoma",1100,12,6.594098,21,441
"24846","Oklahoma",800,12,6.645391,20,400
"24937","Oklahoma",1301,14,5.7291,18,324
"25003","Oklahoma",1200,13,7.079606,18,324
"25069","Oklahoma",1200,12,5.62374,19,361
"25070","Oklahoma",1600,16,6.907755,39,1521
"25079","Oklahoma",500,12,6.288716,9,81
"25131","Oklahoma",1302,12,5.846883,14,196
"25169","Oklahoma",400,12,6.907755,9,81
"25206","Oklahoma",1302,12,7.050856,13,169
"25230","Oklahoma",300,12,5.747677,25,625
"25253","Oklahoma",1000,16,6.323807,8,64
"25276","Oklahoma",1302,12,6.594098,17,289
"25290","Oklahoma",1400,12,6.932448,32,1024
"25292","Oklahoma",1302,12,6.963845,11,121
"25373","Oklahoma",1600,13,6.645391,8,64
"25620","Oklahoma",1100,13,6.422247,21,441
"25664","Oklahoma",300,16,6.827713,26,676
"25693","Oklahoma",1301,12,6.907755,43,1849
"25697","Oklahoma",1301,13,7.287245,31,961
"25725","Oklahoma",1302,13,7.410859,29,841
"25790","Oklahoma",400,12,6.001034,35,1225
"25807","Oklahoma",400,16,5.818712,11,121
"25891","Oklahoma",900,16,6.061098,21,441
"25930","Oklahoma",900,14,6.620073,44,1936
"26059","Oklahoma",1500,12,6.511859,34,1156
"26075","Oklahoma",1100,10,4.957992,28,784
"26085","Oklahoma",200,10,5.654992,19,361
"26135","Oklahoma",1500,12,6.288716,32,1024
"26234","Oklahoma",1302,13,6.511859,17,289
"26236","Oklahoma",400,12,6.061098,27,729
"26432","Oklahoma",900,13,6.024564,12,144
"26553","Oklahoma",600,12,5.818712,7,49
"26589","Oklahoma",600,13,7.488573,16,256
"26598","Oklahoma",600,12,6.422247,44,1936
"26735","Oklahoma",1100,12,6.357709,32,1024
"26774","Oklahoma",400,16,5.952244,9,81
"26788","Oklahoma",1400,16,6.453019,3,9
"26852","Oklahoma",1301,12,6.981863,21,441
"26865","Oklahoma",400,12,6.214608,40,1600
"26942","Oklahoma",600,12,6.201185,14,196
"26988","Oklahoma",1100,16,6.868535,21,441
"27058","Oklahoma",1600,16,7.233178,30,900
"27134","Oklahoma",400,12,6.963845,34,1156
"27135","Oklahoma",600,13,6.038422,34,1156
"27148","Oklahoma",1000,12,7.161204,17,289
"27161","Oklahoma",300,12,5.259097,26,676
"27363","Oklahoma",400,12,4.525127,39,1521
"27369","Oklahoma",800,12,7.035589,28,784
"27384","Oklahoma",1400,13,5.7291,7,49
"27435","Oklahoma",700,13,6.040255,32,1024
"27478","Oklahoma",1000,16,6.888337,27,729
"27557","Oklahoma",400,13,6.377127,11,121
"27640","Oklahoma",1000,13,6.175387,33,1089
"27726","Oklahoma",1100,12,6.357709,33,1089
"27802","Oklahoma",1301,16,6.214608,33,1089
"27836","Oklahoma",500,12,6.981863,36,1296
"27936","Oklahoma",1700,12,6.190797,26,676
"27951","Oklahoma",600,11,6.001034,32,1024
"27988","Oklahoma",1700,13,5.971662,18,324
"28019","Oklahoma",1100,16,6.694181,10,100
"28180","Oklahoma",1400,13,6.694181,25,625
"28225","Oklahoma",600,12,6.596726,20,400
"28316","Oklahoma",1100,12,6.2106,37,1369
"28417","Oklahoma",1600,12,5.521461,27,729
"28529","Oklahoma",900,12,8.334871,42,1764
"28567","Oklahoma",1000,13,5.952244,31,961
"28586","Oklahoma",1302,12,6.645391,25,625
"28665","Oklahoma",400,12,6.357709,13,169
"28684","Oklahoma",600,16,7.260577,34,1156
"28700","Oklahoma",1302,13,6.594098,15,225
"28778","Oklahoma",1301,16,6.802395,12,144
"28892","Oklahoma",600,13,6.092006,8,64
"28931","Oklahoma",1600,12,6.594098,36,1296
"29067","Oklahoma",100,12,6.684612,10,100
"29080","Oklahoma",200,16,7.338538,11,121
"29092","Oklahoma",400,16,6.288716,19,361
"29098","Oklahoma",1700,9,6.214608,23,529
"29104","Oklahoma",100,12,5.637533,21,441
"29140","Oklahoma",1400,16,7.233178,15,225
"29164","Oklahoma",700,12,7.467371,32,1024
"29244","Oklahoma",500,12,6.134565,17,289
"29402","Oklahoma",1600,16,7.067385,6,36
"29412","Oklahoma",1400,12,6.670084,15,225
"29413","Oklahoma",1100,16,6.963845,7,49
